id,timestamp,production_kw,grid_kw,consumption_kw,production_lifetime_kwh,grid_imported_lifetime_kwh,grid_exported_lifetime_kwh
1,1774219068,0.0289,0.2907,0.3196,33286.0615,36892.4819,24076.0828
2,1774219083,0.0363,0.3044,0.3407,33286.0615,36892.4819,24076.0828
3,1774219097,0.0354,0.29,0.32539999999999997,33286.0615,36892.4819,24076.0828
4,1774219112,0.0523,0.2706,0.3229,33286.0615,36892.4819,24076.0828
5,1774219126,0.0307,0.2938,0.3245,33286.0615,36892.4819,24076.0828
6,1774219141,0.0337,0.2947,0.3284,33286.0615,36892.4819,24076.0828
7,1774219155,0.0371,0.2839,0.321,33286.0615,36892.4819,24076.0828
8,1774219171,0.032,0.2869,0.31889999999999996,33286.0615,36892.4819,24076.0828
9,1774219185,0.024,0.2317,0.2557,33286.0615,36892.4819,24076.0828
10,1774219200,0.0161,0.2579,0.274,33286.0615,36892.4819,24076.0828
11,1774219214,0.0189,0.2848,0.30369999999999997,33286.0615,36892.4915,24076.0828
12,1774219229,0.0251,0.2978,0.3229,33286.0615,36892.4915,24076.0828
13,1774219243,0.0112,0.2921,0.3033,33286.0615,36892.4915,24076.0828
14,1774219258,0.0277,0.2774,0.3051,33286.0615,36892.4915,24076.0828
15,1774219273,0.0229,0.2763,0.29919999999999997,33286.0615,36892.4915,24076.0828
16,1774219287,0.0157,0.2894,0.3051,33286.0615,36892.4915,24076.0828
17,1774219302,0.027,0.2701,0.29710000000000003,33286.0615,36892.4915,24076.0828
18,1774219316,0.0203,0.2778,0.2981,33286.0615,36892.4915,24076.0828
19,1774219331,0.0233,0.2797,0.303,33286.0615,36892.5012,24076.0828
20,1774219346,0.0186,0.2914,0.31,33286.0615,36892.5012,24076.0828
21,1774219360,0.0214,0.2815,0.30289999999999995,33286.0615,36892.5012,24076.0828
22,1774219375,0.0261,0.2723,0.2984,33286.0615,36892.5012,24076.0828
23,1774219389,0.0266,0.2686,0.2952,33286.0615,36892.5012,24076.0828
24,1774219404,0.0235,0.4966,0.5201,33286.0615,36892.5012,24076.0828
25,1774219418,0.0344,0.4849,0.5193,33286.0615,36892.5012,24076.0828
26,1774219433,0.027,0.4913,0.5183,33286.0615,36892.5012,24076.0828
27,1774219447,0.0191,0.498,0.5171,33286.0615,36892.5108,24076.0828
28,1774219462,0.0202,0.4946,0.5148,33286.0615,36892.5108,24076.0828
29,1774219477,0.0209,0.496,0.5169,33286.0615,36892.5108,24076.0828
30,1774219491,0.0178,0.5864,0.6042000000000001,33286.0615,36892.5108,24076.0828
31,1774219506,0.0132,0.5905,0.6037,33286.0615,36892.5204,24076.0828
32,1774219520,0.0226,0.5045,0.5270999999999999,33286.0615,36892.5204,24076.0828
33,1774219535,0.0209,0.5014,0.5223,33286.0615,36892.5204,24076.0828
34,1774219550,0.0161,0.494,0.5101,33286.0615,36892.5204,24076.0828
35,1774219564,0.0157,0.4957,0.5114,33286.0615,36892.5204,24076.0828
36,1774219579,0.0121,0.4657,0.4778,33286.0615,36892.5301,24076.0828
37,1774219594,0.0246,0.4419,0.4665,33286.0615,36892.5301,24076.0828
38,1774219608,0.0131,0.4671,0.4802,33286.0615,36892.5301,24076.0828
39,1774219623,0.0186,0.458,0.4766,33286.0615,36892.5301,24076.0828
40,1774219637,0.0219,0.4481,0.47,33286.0615,36892.5301,24076.0828
41,1774219652,0.012,0.4798,0.4918,33286.0615,36892.5301,24076.0828
42,1774219666,0.0134,0.4534,0.46680000000000005,33286.0615,36892.5397,24076.0828
43,1774219681,0.0077,0.4553,0.46299999999999997,33286.0615,36892.5397,24076.0828
44,1774219696,0.0149,0.4542,0.4691,33286.0615,36892.5397,24076.0828
45,1774219710,0.011,0.4489,0.45990000000000003,33286.0615,36892.5397,24076.0828
46,1774219725,0.0058,0.454,0.4598,33286.0615,36892.5397,24076.0828
47,1774219739,0.0124,0.4408,0.45320000000000005,33286.0615,36892.5494,24076.0828
48,1774219754,0.0113,0.4458,0.45709999999999995,33286.0615,36892.5494,24076.0828
49,1774219769,0.0104,0.458,0.46840000000000004,33286.0615,36892.5494,24076.0828
50,1774219783,0.0107,0.4469,0.4576,33286.0615,36892.5494,24076.0828
51,1774219797,0.0103,0.4388,0.4491,33286.0615,36892.5494,24076.0828
52,1774219805,0.0076,0.4517,0.4593,33286.0615,36892.5494,24076.0828
53,1774219813,0.0108,0.4511,0.4619,33286.0615,36892.5494,24076.0828
54,1774219820,0.0112,0.4377,0.44889999999999997,33286.0615,36892.559,24076.0828
55,1774219827,0.0055,0.4618,0.4673,33286.0615,36892.559,24076.0828
56,1774219834,0.0052,0.4579,0.46309999999999996,33286.0615,36892.559,24076.0828
57,1774219842,0.0075,0.4527,0.4602,33286.0615,36892.559,24076.0828
58,1774219849,0.0096,0.4727,0.4823,33286.0615,36892.559,24076.0828
59,1774219857,0.0077,0.4555,0.4632,33286.0615,36892.559,24076.0828
60,1774219863,0.0,0.4581,0.4581,33286.0615,36892.559,24076.0828
61,1774219871,0.0081,0.5049,0.513,33286.0615,36892.559,24076.0828
62,1774219878,0.0087,0.4937,0.5024000000000001,33286.0615,36892.5686,24076.0828
63,1774219886,0.0,0.4825,0.4825,33286.0615,36892.5686,24076.0828
64,1774219893,0.0075,0.4677,0.4752,33286.0615,36892.5686,24076.0828
65,1774219901,0.0,0.4866,0.4866,33286.0615,36892.5783,24076.0828
66,1774219907,0.0,0.4815,0.4815,33286.0615,36892.5783,24076.0828
67,1774219915,0.0,0.4633,0.4633,33286.0615,36892.5783,24076.0828
68,1774219922,0.0,0.466,0.466,33286.0615,36892.5783,24076.0828
69,1774219930,0.0,0.4652,0.4652,33286.0615,36892.5783,24076.0828
70,1774219936,0.0,0.4894,0.4894,33286.0615,36892.5783,24076.0828
71,1774219944,0.0,0.4659,0.4659,33286.0615,36892.5783,24076.0828
72,1774219951,0.0049,0.46,0.46490000000000004,33286.0615,36892.5783,24076.0828
73,1774219959,0.0,0.4485,0.4485,33286.0615,36892.5783,24076.0828
74,1774219965,0.0104,0.4454,0.45580000000000004,33286.0615,36892.5783,24076.0828
75,1774219973,0.005,0.4465,0.4515,33286.0615,36892.5783,24076.0828
76,1774219980,0.0,0.4685,0.4685,33286.0615,36892.5783,24076.0828
77,1774219988,0.0,0.4721,0.4721,33286.0615,36892.5879,24076.0828
78,1774219994,0.0,0.4679,0.4679,33286.0615,36892.5879,24076.0828
79,1774220002,0.0058,0.4487,0.4545,33286.0615,36892.5879,24076.0828
80,1774220009,0.0,0.4735,0.4735,33286.0615,36892.5879,24076.0828
81,1774220017,0.0,0.462,0.462,33286.0615,36892.5879,24076.0828
82,1774220023,0.0,0.4472,0.4472,33286.0615,36892.5879,24076.0828
83,1774220032,0.0,0.4629,0.4629,33286.0615,36892.5879,24076.0828
84,1774220039,0.0058,0.4526,0.45840000000000003,33286.0615,36892.5879,24076.0828
85,1774220046,0.0,0.4476,0.4476,33286.0615,36892.5879,24076.0828
86,1774220053,0.0,0.4896,0.4896,33286.0615,36892.5879,24076.0828
87,1774220061,0.0,0.4926,0.4926,33286.0615,36892.5879,24076.0828
88,1774220068,0.0,0.4759,0.4759,33286.0615,36892.5976,24076.0828
89,1774220075,0.0,0.4572,0.4572,33286.0615,36892.5976,24076.0828
90,1774220083,0.0,0.491,0.491,33286.0615,36892.5976,24076.0828
91,1774220090,0.0,0.4928,0.4928,33286.0615,36892.5976,24076.0828
92,1774220098,0.0,0.486,0.486,33286.0615,36892.5976,24076.0828
93,1774220104,0.0051,0.4546,0.4597,33286.0615,36892.5976,24076.0828
94,1774220113,0.0,0.4744,0.4744,33286.0615,36892.5976,24076.0828
95,1774220119,0.0,0.4914,0.4914,33286.0615,36892.5976,24076.0828
96,1774220127,0.0,0.4906,0.4906,33286.0615,36892.5976,24076.0828
97,1774220133,0.0,0.4747,0.4747,33286.0615,36892.5976,24076.0828
98,1774220142,0.0,0.4721,0.4721,33286.0615,36892.6072,24076.0828
99,1774220148,0.0,0.4851,0.4851,33286.0615,36892.6072,24076.0828
100,1774220156,0.0,0.4833,0.4833,33286.0615,36892.6072,24076.0828
101,1774220162,0.0,0.4615,0.4615,33286.0615,36892.6072,24076.0828
102,1774220171,0.0,0.4698,0.4698,33286.0615,36892.6072,24076.0828
103,1774220177,0.0,0.4955,0.4955,33286.0615,36892.6072,24076.0828
104,1774220185,0.0,0.5,0.5,33286.0615,36892.6072,24076.0828
105,1774220192,0.0,0.4599,0.4599,33286.0615,36892.6072,24076.0828
106,1774220200,0.0,0.5551,0.5551,33286.0615,36892.6072,24076.0828
107,1774220206,0.0,0.5301,0.5301,33286.0615,36892.6072,24076.0828
108,1774220214,0.0,0.5326,0.5326,33286.0615,36892.6072,24076.0828
109,1774220221,0.0,0.5551,0.5551,33286.0615,36892.6072,24076.0828
110,1774220229,0.0047,0.5565,0.5612,33286.0615,36892.6168,24076.0828
111,1774220235,0.0,0.5336,0.5336,33286.0615,36892.6168,24076.0828
112,1774220244,0.0,0.5303,0.5303,33286.0615,36892.6168,24076.0828
113,1774220250,0.0,0.5422,0.5422,33286.0615,36892.6168,24076.0828
114,1774220258,0.0,0.601,0.601,33286.0615,36892.6168,24076.0828
115,1774220265,0.0,0.5797,0.5797,33286.0615,36892.6168,24076.0828
116,1774220273,0.0,0.6117,0.6117,33286.0615,36892.6168,24076.0828
117,1774220280,0.0048,0.6939,0.6987,33286.0615,36892.6168,24076.0828
118,1774220288,0.0,0.6721,0.6721,33286.0615,36892.6168,24076.0828
119,1774220294,0.0,0.6696,0.6696,33286.0615,36892.6265,24076.0828
120,1774220302,0.0056,0.609,0.6146,33286.0615,36892.6265,24076.0828
121,1774220309,0.0,0.6224,0.6224,33286.0615,36892.6265,24076.0828
122,1774220317,0.0,0.631,0.631,33286.0615,36892.6265,24076.0828
123,1774220324,0.0,0.6229,0.6229,33286.0615,36892.6265,24076.0828
124,1774220332,0.0,0.628,0.628,33286.0615,36892.6265,24076.0828
125,1774220338,0.0,0.76,0.76,33286.0615,36892.6265,24076.0828
126,1774220346,0.0,0.7575,0.7575,33286.0615,36892.6265,24076.0828
127,1774220353,0.0,0.7668,0.7668,33286.0615,36892.6361,24076.0828
128,1774220361,0.0,0.7629,0.7629,33286.0615,36892.6361,24076.0828
129,1774220368,0.0073,0.7874,0.7947,33286.0615,36892.6361,24076.0828
130,1774220375,0.0,0.7666,0.7666,33286.0615,36892.6361,24076.0828
131,1774220383,0.0,0.7731,0.7731,33286.0615,36892.6361,24076.0828
132,1774220390,0.0,0.7786,0.7786,33286.0615,36892.6361,24076.0828
133,1774220397,0.0,0.7794,0.7794,33286.0615,36892.6361,24076.0828
134,1774220405,0.0059,0.7911,0.797,33286.0615,36892.6458,24076.0828
135,1774220412,0.0067,0.7838,0.7905000000000001,33286.0615,36892.6554,24076.0828
136,1774220419,0.0,0.7861,0.7861,33286.0615,36892.6554,24076.0828
137,1774220426,0.007,0.7847,0.7917,33286.0615,36892.6554,24076.0828
138,1774220434,0.0053,0.7883,0.7936,33286.0615,36892.6554,24076.0828
139,1774220441,0.0,0.7859,0.7859,33286.0615,36892.6554,24076.0828
140,1774220448,0.0,0.7676,0.7676,33286.0615,36892.6554,24076.0828
141,1774220456,0.0,0.7766,0.7766,33286.0615,36892.665,24076.0828
142,1774220463,0.0,0.7871,0.7871,33286.0615,36892.665,24076.0828
143,1774220470,0.0,0.7857,0.7857,33286.0615,36892.665,24076.0828
144,1774220478,0.0,0.7881,0.7881,33286.0615,36892.665,24076.0828
145,1774220485,0.0,0.7893,0.7893,33286.0615,36892.665,24076.0828
146,1774220492,0.0,0.8031,0.8031,33286.0615,36892.665,24076.0828
147,1774220499,0.0,0.7676,0.7676,33286.0615,36892.665,24076.0828
148,1774220507,0.0052,0.7778,0.783,33286.0615,36892.6747,24076.0828
149,1774220514,0.0,0.776,0.776,33286.0615,36892.6747,24076.0828
150,1774220522,0.0053,0.7285,0.7338,33286.0615,36892.6747,24076.0828
151,1774220528,0.0,0.713,0.713,33286.0615,36892.6747,24076.0828
152,1774220536,0.0,0.718,0.718,33286.0615,36892.6747,24076.0828
153,1774220543,0.0,0.7004,0.7004,33286.0615,36892.6747,24076.0828
154,1774220551,0.0,0.7222,0.7222,33286.0615,36892.6747,24076.0828
155,1774220558,0.0056,0.7364,0.7420000000000001,33286.0615,36892.6843,24076.0828
156,1774220566,0.0,0.7125,0.7125,33286.0615,36892.6843,24076.0828
157,1774220573,0.0,0.7248,0.7248,33286.0615,36892.6843,24076.0828
158,1774220580,0.0,0.7225,0.7225,33286.0615,36892.6843,24076.0828
159,1774220587,0.0,0.7107,0.7107,33286.0615,36892.6843,24076.0828
160,1774220595,0.0,0.7273,0.7273,33286.0615,36892.6843,24076.0828
161,1774220602,0.0,0.7045,0.7045,33286.0615,36892.6843,24076.0828
162,1774220609,0.0,0.6739,0.6739,33286.0615,36892.694,24076.0828
163,1774220616,0.0,0.6786,0.6786,33286.0615,36892.694,24076.0828
164,1774220624,0.0069,0.6646,0.6715,33286.0615,36892.694,24076.0828
165,1774220631,0.0061,0.666,0.6721,33286.0615,36892.694,24076.0828
166,1774220638,0.0,0.6621,0.6621,33286.0615,36892.694,24076.0828
167,1774220645,0.0,0.66,0.66,33286.0615,36892.694,24076.0828
168,1774220653,0.0,0.6659,0.6659,33286.0615,36892.694,24076.0828
169,1774220660,0.0,0.6558,0.6558,33286.0615,36892.7036,24076.0828
170,1774220667,0.0,0.6581,0.6581,33286.0615,36892.7036,24076.0828
171,1774220675,0.0,0.664,0.664,33286.0615,36892.7036,24076.0828
172,1774220682,0.0065,0.6712,0.6777,33286.0615,36892.7036,24076.0828
173,1774220689,0.0,0.6758,0.6758,33286.0615,36892.7036,24076.0828
174,1774220696,0.0054,0.6096,0.615,33286.0615,36892.7036,24076.0828
175,1774220704,0.0,0.5329,0.5329,33286.0615,36892.7036,24076.0828
176,1774220711,0.0,0.4974,0.4974,33286.0615,36892.7036,24076.0828
177,1774220718,0.0,0.4839,0.4839,33286.0615,36892.7036,24076.0828
178,1774220725,0.0,0.4715,0.4715,33286.0615,36892.7132,24076.0828
179,1774220733,0.0,0.4805,0.4805,33286.0615,36892.7132,24076.0828
180,1774220740,0.0,0.2245,0.2245,33286.0615,36892.7132,24076.0828
181,1774220748,0.0,0.1979,0.1979,33286.0615,36892.7132,24076.0828
182,1774220755,0.0,0.2045,0.2045,33286.0615,36892.7132,24076.0828
183,1774220763,0.0,0.2054,0.2054,33286.0615,36892.7132,24076.0828
184,1774220770,0.0,0.2025,0.2025,33286.0615,36892.7132,24076.0828
185,1774220778,0.0,0.2281,0.2281,33286.0615,36892.7132,24076.0828
186,1774220784,0.0,0.2027,0.2027,33286.0615,36892.7132,24076.0828
187,1774220792,0.0,0.1983,0.1983,33286.0615,36892.7132,24076.0828
188,1774220799,0.0,0.1995,0.1995,33286.0615,36892.7132,24076.0828
189,1774220807,0.0,0.204,0.204,33286.0615,36892.7132,24076.0828
190,1774220813,0.0,0.2414,0.2414,33286.0615,36892.7132,24076.0828
191,1774220821,0.0,0.2122,0.2122,33286.0615,36892.7132,24076.0828
192,1774220828,0.0,0.2387,0.2387,33286.0615,36892.7132,24076.0828
193,1774220836,0.0,0.2175,0.2175,33286.0615,36892.7132,24076.0828
194,1774220843,0.0,0.217,0.217,33286.0615,36892.7132,24076.0828
195,1774220850,0.0,0.2162,0.2162,33286.0615,36892.7132,24076.0828
196,1774220857,0.0,0.207,0.207,33286.0615,36892.7132,24076.0828
197,1774220865,0.0,0.2056,0.2056,33286.0615,36892.7132,24076.0828
198,1774220872,0.0,0.205,0.205,33286.0615,36892.7132,24076.0828
199,1774220880,0.0,0.2311,0.2311,33286.0615,36892.7132,24076.0828
200,1774220886,0.0,0.1933,0.1933,33286.0615,36892.7132,24076.0828
201,1774220894,0.0,0.2066,0.2066,33286.0615,36892.7229,24076.0828
202,1774220901,0.0,0.203,0.203,33286.0615,36892.7229,24076.0828
203,1774220909,0.0,0.2038,0.2038,33286.0615,36892.7229,24076.0828
204,1774220915,0.0,0.205,0.205,33286.0615,36892.7229,24076.0828
205,1774220923,0.0,0.2314,0.2314,33286.0615,36892.7229,24076.0828
206,1774220930,0.0,0.2215,0.2215,33286.0615,36892.7229,24076.0828
207,1774220938,0.0,0.2031,0.2031,33286.0615,36892.7229,24076.0828
208,1774220944,0.0,0.2009,0.2009,33286.0615,36892.7229,24076.0828
209,1774220953,0.0,0.2347,0.2347,33286.0615,36892.7229,24076.0828
210,1774220959,0.0,0.209,0.209,33286.0615,36892.7229,24076.0828
211,1774220968,0.0,0.1936,0.1936,33286.0615,36892.7229,24076.0828
212,1774220974,0.0,0.2107,0.2107,33286.0615,36892.7229,24076.0828
213,1774220982,0.0,0.1973,0.1973,33286.0615,36892.7229,24076.0828
214,1774220988,0.0,0.2082,0.2082,33286.0615,36892.7229,24076.0828
215,1774220997,0.0,0.1969,0.1969,33286.0615,36892.7229,24076.0828
216,1774221003,0.0,0.2089,0.2089,33286.0615,36892.7229,24076.0828
217,1774221012,0.0,0.2064,0.2064,33286.0615,36892.7229,24076.0828
218,1774221017,0.0,0.201,0.201,33286.0615,36892.7229,24076.0828
219,1774221027,0.0,0.2185,0.2185,33286.0615,36892.7229,24076.0828
220,1774221032,0.0,0.2051,0.2051,33286.0615,36892.7229,24076.0828
221,1774221041,0.0,0.2121,0.2121,33286.0615,36892.7229,24076.0828
222,1774221047,0.0,0.1978,0.1978,33286.0615,36892.7229,24076.0828
223,1774221056,0.0,0.1972,0.1972,33286.0615,36892.7229,24076.0828
224,1774221061,0.0,0.1986,0.1986,33286.0615,36892.7229,24076.0828
225,1774221070,0.0,0.2108,0.2108,33286.0615,36892.7229,24076.0828
226,1774221076,0.0,0.236,0.236,33286.0615,36892.7229,24076.0828
227,1774221085,0.0,0.2023,0.2023,33286.0615,36892.7229,24076.0828
228,1774221090,0.0,0.1995,0.1995,33286.0615,36892.7325,24076.0828
229,1774221100,0.0,0.2151,0.2151,33286.0615,36892.7325,24076.0828
230,1774221105,0.0,0.212,0.212,33286.0615,36892.7325,24076.0828
231,1774221114,0.0,0.1903,0.1903,33286.0615,36892.7325,24076.0828
232,1774221119,0.0,0.2085,0.2085,33286.0615,36892.7325,24076.0828
233,1774221129,0.0,0.1977,0.1977,33286.0615,36892.7325,24076.0828
234,1774221134,0.0,0.2008,0.2008,33286.0615,36892.7325,24076.0828
235,1774221143,0.0,0.1967,0.1967,33286.0615,36892.7325,24076.0828
236,1774221149,0.0,0.2085,0.2085,33286.0615,36892.7325,24076.0828
237,1774221158,0.0,0.2111,0.2111,33286.0615,36892.7325,24076.0828
238,1774221163,0.0,0.209,0.209,33286.0615,36892.7325,24076.0828
239,1774221173,0.0,0.2062,0.2062,33286.0615,36892.7325,24076.0828
240,1774221179,0.0,0.2019,0.2019,33286.0615,36892.7325,24076.0828
241,1774221187,0.0,0.2067,0.2067,33286.0615,36892.7325,24076.0828
242,1774221193,0.0,0.2031,0.2031,33286.0615,36892.7325,24076.0828
243,1774221202,0.0,0.2266,0.2266,33286.0615,36892.7325,24076.0828
244,1774221208,0.0,0.2128,0.2128,33286.0615,36892.7325,24076.0828
245,1774221217,0.0049,0.1985,0.2034,33286.0615,36892.7325,24076.0828
246,1774221222,0.0,0.2282,0.2282,33286.0615,36892.7325,24076.0828
247,1774221231,0.0,0.192,0.192,33286.0615,36892.7325,24076.0828
248,1774221238,0.0,0.2078,0.2078,33286.0615,36892.7325,24076.0828
249,1774221246,0.0,0.1954,0.1954,33286.0615,36892.7325,24076.0828
250,1774221252,0.0,0.196,0.196,33286.0615,36892.7325,24076.0828
251,1774221261,0.0,0.198,0.198,33286.0615,36892.7325,24076.0828
252,1774221267,0.0,0.2072,0.2072,33286.0615,36892.7325,24076.0828
253,1774221275,0.0,0.2164,0.2164,33286.0615,36892.7325,24076.0828
254,1774221281,0.0,0.2035,0.2035,33286.0615,36892.7325,24076.0828
255,1774221290,0.0,0.1997,0.1997,33286.0615,36892.7422,24076.0828
256,1774221296,0.0,0.192,0.192,33286.0615,36892.7518,24076.0828
257,1774221305,0.0,0.3138,0.3138,33286.0615,36892.7518,24076.0828
258,1774221311,0.0,0.2995,0.2995,33286.0615,36892.7518,24076.0828
259,1774221320,0.0,0.2912,0.2912,33286.0615,36892.7518,24076.0828
260,1774221326,0.0,0.3685,0.3685,33286.0615,36892.7518,24076.0828
261,1774221335,0.0,0.2666,0.2666,33286.0615,36892.7518,24076.0828
262,1774221341,0.0055,0.4252,0.4307,33286.0615,36892.7518,24076.0828
263,1774221349,0.0,0.4676,0.4676,33286.0615,36892.7518,24076.0828
264,1774221355,0.0,0.4452,0.4452,33286.0615,36892.7518,24076.0828
265,1774221364,0.0,0.4253,0.4253,33286.0615,36892.7518,24076.0828
266,1774221372,0.0064,0.3933,0.3997,33286.0615,36892.7518,24076.0828
267,1774221379,0.0,0.3977,0.3977,33286.0615,36892.7518,24076.0828
268,1774221387,0.0064,0.4152,0.42160000000000003,33286.0615,36892.7518,24076.0828
269,1774221394,0.0,0.4068,0.4068,33286.0615,36892.7518,24076.0828
270,1774221403,0.005,0.4257,0.4307,33286.0615,36892.7614,24076.0828
271,1774221409,0.0,0.5452,0.5452,33286.0615,36892.7614,24076.0828
272,1774221417,0.0071,0.5559,0.563,33286.0615,36892.7614,24076.0828
273,1774221424,0.0074,0.5551,0.5625,33286.0615,36892.7614,24076.0828
274,1774221433,0.0,0.5429,0.5429,33286.0615,36892.7614,24076.0828
275,1774221440,0.0,0.5511,0.5511,33286.0615,36892.7614,24076.0828
276,1774221448,0.0073,0.581,0.5882999999999999,33286.0615,36892.7614,24076.0828
277,1774221454,0.0071,0.5749,0.582,33286.0615,36892.7614,24076.0828
278,1774221462,0.0052,0.5562,0.5614,33286.0615,36892.7614,24076.0828
279,1774221469,0.0052,0.5369,0.5421,33286.0615,36892.7711,24076.0828
280,1774221477,0.0,0.5468,0.5468,33286.0615,36892.7711,24076.0828
281,1774221483,0.0056,0.5383,0.5439,33286.0615,36892.7711,24076.0828
282,1774221492,0.0,0.5328,0.5328,33286.0615,36892.7711,24076.0828
283,1774221498,0.0,0.5405,0.5405,33286.0615,36892.7711,24076.0828
284,1774221506,0.0,0.5548,0.5548,33286.0615,36892.7711,24076.0828
285,1774221513,0.0078,0.5548,0.5626,33286.0615,36892.7711,24076.0828
286,1774221521,0.0074,0.561,0.5684,33286.0615,36892.7711,24076.0828
287,1774221527,0.0079,0.5422,0.5501,33286.0615,36892.7711,24076.0828
288,1774221536,0.0077,0.6333,0.641,33286.0615,36892.7807,24076.0828
289,1774221542,0.0076,0.6291,0.6367,33286.0615,36892.7807,24076.0828
290,1774221551,0.0,1.3767,1.3767,33286.0615,36892.7807,24076.0828
291,1774221557,0.0,0.6223,0.6223,33286.0615,36892.7807,24076.0828
292,1774221565,0.0,0.6265,0.6265,33286.0615,36892.7807,24076.0828
293,1774221572,0.0,0.6409,0.6409,33286.0615,36892.7807,24076.0828
294,1774221580,0.0,0.6483,0.6483,33286.0615,36892.7807,24076.0828
295,1774221586,0.0,0.6083,0.6083,33286.0615,36892.7807,24076.0828
296,1774221594,0.0054,0.6312,0.6365999999999999,33286.0615,36892.7807,24076.0828
297,1774221601,0.0,0.6296,0.6296,33286.0615,36892.7904,24076.0828
298,1774221609,0.0,0.6308,0.6308,33286.0615,36892.7904,24076.0828
299,1774221615,0.0072,0.6368,0.644,33286.0615,36892.7904,24076.0828
300,1774221623,0.0079,0.6364,0.6443,33286.0615,36892.7904,24076.0828
301,1774221630,0.0,0.6428,0.6428,33286.0615,36892.7904,24076.0828
302,1774221638,0.0,0.6234,0.6234,33286.0615,36892.7904,24076.0828
303,1774221644,0.0047,0.619,0.6237,33286.0615,36892.7904,24076.0828
304,1774221653,0.006,0.6268,0.6328,33286.0615,36892.7904,24076.0828
305,1774221659,0.0053,0.6051,0.6103999999999999,33286.0615,36892.7904,24076.0828
306,1774221667,0.0048,0.5826,0.5874,33286.0615,36892.8,24076.0828
307,1774221673,0.0085,0.5886,0.5971,33286.0615,36892.8,24076.0828
308,1774221682,0.0,0.5984,0.5984,33286.0615,36892.8,24076.0828
309,1774221688,0.0081,0.5906,0.5987,33286.0615,36892.8,24076.0828
310,1774221697,0.0,0.566,0.566,33286.0615,36892.8,24076.0828
311,1774221703,0.0074,0.5914,0.5988,33286.0615,36892.8,24076.0828
312,1774221711,0.005,0.5654,0.5704,33286.0615,36892.8,24076.0828
313,1774221717,0.0085,0.5708,0.5792999999999999,33286.0615,36892.8,24076.0828
314,1774221726,0.0094,0.5743,0.5837,33286.0615,36892.8,24076.0828
315,1774221732,0.005,0.5521,0.5571,33286.0615,36892.8,24076.0828
316,1774221741,0.0081,0.5752,0.5833,33286.0615,36892.8096,24076.0828
317,1774221747,0.0092,0.5763,0.5855,33286.0615,36892.8096,24076.0828
318,1774221755,0.0048,0.4931,0.4979,33286.0615,36892.8193,24076.0828
319,1774221761,0.0,0.426,0.426,33286.0615,36892.8193,24076.0828
320,1774221770,0.0,0.3978,0.3978,33286.0615,36892.8193,24076.0828
321,1774221776,0.0,0.3978,0.3978,33286.0615,36892.8193,24076.0828
322,1774221784,0.0,0.3794,0.3794,33286.0615,36892.8193,24076.0828
323,1774221791,0.0,0.365,0.365,33286.0615,36892.8193,24076.0828
324,1774221799,0.0,0.3805,0.3805,33286.0615,36892.8193,24076.0828
325,1774221805,0.0,0.3685,0.3685,33286.0615,36892.8193,24076.0828
326,1774221813,0.0,0.3779,0.3779,33286.0615,36892.8193,24076.0828
327,1774221820,0.005,0.3832,0.3882,33286.0615,36892.8193,24076.0828
328,1774221828,0.0,0.3238,0.3238,33286.0615,36892.8193,24076.0828
329,1774221834,0.0,0.3002,0.3002,33286.0615,36892.8193,24076.0828
330,1774221843,0.0,0.3032,0.3032,33286.0615,36892.8289,24076.0828
331,1774221849,0.0,0.3043,0.3043,33286.0615,36892.8289,24076.0828
332,1774221857,0.0,0.3068,0.3068,33286.0615,36892.8289,24076.0828
333,1774221863,0.0,0.3055,0.3055,33286.0615,36892.8289,24076.0828
334,1774221872,0.0,0.3152,0.3152,33286.0615,36892.8289,24076.0828
335,1774221878,0.0,0.3032,0.3032,33286.0615,36892.8289,24076.0828
336,1774221886,0.0,0.3198,0.3198,33286.0615,36892.8289,24076.0828
337,1774221892,0.0051,0.3159,0.321,33286.0615,36892.8289,24076.0828
338,1774221901,0.0,0.3107,0.3107,33286.0615,36892.8289,24076.0828
339,1774221908,0.0,0.3155,0.3155,33286.0615,36892.8289,24076.0828
340,1774221916,0.0,0.297,0.297,33286.0615,36892.8289,24076.0828
341,1774221922,0.0,0.2944,0.2944,33286.0615,36892.8289,24076.0828
342,1774221930,0.0,0.314,0.314,33286.0615,36892.8289,24076.0828
343,1774221937,0.0,0.3044,0.3044,33286.0615,36892.8289,24076.0828
344,1774221945,0.0,0.3071,0.3071,33286.0615,36892.8289,24076.0828
345,1774221952,0.0,0.3292,0.3292,33286.0615,36892.8289,24076.0828
346,1774221960,0.0,0.2955,0.2955,33286.0615,36892.8289,24076.0828
347,1774221966,0.0,0.2978,0.2978,33286.0615,36892.8289,24076.0828
348,1774221975,0.0,0.2944,0.2944,33286.0615,36892.8386,24076.0828
349,1774221981,0.0,0.3014,0.3014,33286.0615,36892.8386,24076.0828
350,1774221989,0.0,0.3142,0.3142,33286.0615,36892.8386,24076.0828
351,1774221995,0.0048,0.2978,0.30260000000000004,33286.0615,36892.8386,24076.0828
352,1774222004,0.0047,0.3077,0.31239999999999996,33286.0615,36892.8386,24076.0828
353,1774222010,0.0,0.295,0.295,33286.0615,36892.8386,24076.0828
354,1774222019,0.0,0.3046,0.3046,33286.0615,36892.8386,24076.0828
